pl_name,hostname,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_rade,discoverymethod,disc_year,disc_facility
Kepler-254 c,Kepler-254,0.105,0.0,3.2,2.15,Transit,2014,Kepler
Kepler-254 d,Kepler-254,0.139,0.0,6.8,2.5,Transit,2014,Kepler
Kepler-255 b,Kepler-255,0.063,0.0,3.02,1.55,Transit,2014,Kepler
Kepler-255 c,Kepler-255,0.092,0.0,9.22,2.99,Transit,2014,Kepler
Kepler-255 d,Kepler-255,0.0192,0.0,2.3,1.32,Transit,2016,Kepler
Kepler-256 b,Kepler-256,0.027,0.0,3.15,1.59,Transit,2014,Kepler
Kepler-256 c,Kepler-256,0.045,0.0,5.27,2.15,Transit,2014,Kepler
Kepler-256 d,Kepler-256,0.064,0.0,6.71,2.48,Transit,2014,Kepler
Kepler-256 e,Kepler-256,0.096,0.0,6.12,2.35,Transit,2014,Kepler
Kepler-257 b,Kepler-257,0.034,0.0,7.32,2.61,Transit,2014,Kepler
Kepler-257 c,Kepler-257,0.066,0.0,25.2,5.41,Transit,2014,Kepler
Kepler-257 d,Kepler-257,0.16,0.0,21.7,4.95,Transit,2014,Kepler
Kepler-258 b,Kepler-258,0.103,0.0,15.5,4.06,Transit,2014,Kepler
Kepler-258 c,Kepler-258,0.193,0.0,12.7,3.61,Transit,2014,Kepler
Kepler-259 b,Kepler-259,0.079,0.0,8.25,2.8,Transit,2014,Kepler
Kepler-259 c,Kepler-259,0.217,0.0,7.75,2.7,Transit,2014,Kepler
Kepler-26 b,Kepler-26,0.08551,0.0,5.12,2.78,Transit,2011,Kepler
Kepler-26 c,Kepler-26,0.10725,0.0,6.2,2.72,Transit,2011,Kepler
Kepler-26 d,Kepler-26,0.039,0.0,1.24,1.07,Transit,2014,Kepler
Kepler-26 e,Kepler-26,0.22,0.0,6.39,2.41,Transit,2014,Kepler
Kepler-260 b,Kepler-260,0.075,0.0,4.7,2.01,Transit,2014,Kepler
Kepler-260 c,Kepler-260,0.332,0.0,3.68,1.74,Transit,2014,Kepler
Kepler-261 b,Kepler-261,0.088,0.0,5.39,2.18,Transit,2014,Kepler
Kepler-261 c,Kepler-261,0.156,0.0,4.66,2.0,Transit,2014,Kepler
Kepler-262 b,Kepler-262,0.108,0.0,2.42,1.36,Transit,2014,Kepler
Kepler-262 c,Kepler-262,0.152,0.0,3.33,1.64,Transit,2014,Kepler
Kepler-263 b,Kepler-263,0.12,0.0,7.61,2.67,Transit,2014,Kepler
Kepler-263 c,Kepler-263,0.242,0.0,6.66,2.47,Transit,2014,Kepler
Kepler-264 b,Kepler-264,0.249,0.0,11.1,3.33,Transit,2014,Kepler
Kepler-264 c,Kepler-264,0.566,0.0,8.4,2.83,Transit,2014,Kepler
Kepler-265 b,Kepler-265,0.069,0.0,4.12,1.86,Transit,2014,Kepler
Kepler-265 c,Kepler-265,0.127,0.0,7.41,2.63,Transit,2014,Kepler
Kepler-265 d,Kepler-265,0.236,0.0,6.76,2.49,Transit,2014,Kepler
Kepler-265 e,Kepler-265,0.319,0.0,7.22,2.59,Transit,2014,Kepler
Kepler-266 b,Kepler-266,0.071,0.0,6.71,2.48,Transit,2014,Kepler
Kepler-266 c,Kepler-266,0.457,0.0,14.4,3.89,Transit,2014,Kepler
Kepler-267 b,Kepler-267,0.037,0.0,37.9,1.98,Transit,2014,Kepler
Kepler-267 c,Kepler-267,0.06,0.0,5.18,2.13,Transit,2014,Kepler
Kepler-267 d,Kepler-267,0.154,0.0,5.77,2.27,Transit,2014,Kepler
Kepler-268 b,Kepler-268,0.18,0.0,7.04,2.55,Transit,2014,Kepler
Kepler-268 c,Kepler-268,0.391,0.0,11.4,3.38,Transit,2014,Kepler
Kepler-269 b,Kepler-269,0.061,0.0,6.66,2.47,Transit,2014,Kepler
Kepler-269 c,Kepler-269,0.081,0.0,3.5,1.69,Transit,2014,Kepler
Kepler-27 b,Kepler-27,0.118,0.0,2895.31,4.0,Transit,2011,Kepler
Kepler-27 c,Kepler-27,0.191,0.0,4385.87,4.9,Transit,2011,Kepler
Kepler-27 d,Kepler-27,0.0668,0.0,7.78,2.706,Transit,2021,Kepler
Kepler-270 b,Kepler-270,0.107,0.0,4.7,2.01,Transit,2014,Kepler
Kepler-270 c,Kepler-270,0.18,0.0,3.78,1.77,Transit,2014,Kepler
Kepler-271 b,Kepler-271,0.0881,0.0,2.04,1.23,Transit,2014,Kepler
Kepler-271 c,Kepler-271,0.0702,0.0,0.809,0.95,Transit,2014,Kepler
Kepler-271 d,Kepler-271,0.0558,0.0,0.219,0.66,Transit,2016,Kepler
Kepler-272 b,Kepler-272,0.038,0.0,78.0,1.43,Transit,2014,Kepler
Kepler-272 c,Kepler-272,0.061,0.0,97.8,1.79,Transit,2014,Kepler
Kepler-272 d,Kepler-272,0.091,0.0,5.69,2.25,Transit,2014,Kepler
Kepler-273 b,Kepler-273,0.037,0.0,2.86,1.5,Transit,2014,Kepler
Kepler-273 c,Kepler-273,0.073,0.0,4.58,1.98,Transit,2014,Kepler
Kepler-274 b,Kepler-274,0.101,0.0,2.99,1.54,Transit,2014,Kepler
Kepler-274 c,Kepler-274,0.204,0.0,4.04,1.84,Transit,2014,Kepler
Kepler-275 b,Kepler-275,0.098,0.0,6.08,2.34,Transit,2014,Kepler
Kepler-275 c,Kepler-275,0.132,0.0,11.4,3.38,Transit,2014,Kepler
Kepler-275 d,Kepler-275,0.224,0.0,11.1,3.33,Transit,2014,Kepler
Kepler-276 b,Kepler-276,0.119,0.0,8.6,2.87,Transit,2014,Kepler
Kepler-276 c,Kepler-276,0.1994,0.0,16.6,2.9,Transit,2013,Kepler
Kepler-276 d,Kepler-276,0.2642,0.0,16.3,2.8,Transit,2013,Kepler
Kepler-277 b,Kepler-277,0.1385,0.0,87.3,2.92,Transit,2013,Kepler
Kepler-277 c,Kepler-277,0.2129,0.0,64.2,3.36,Transit,2013,Kepler
Kepler-278 b,Kepler-278,0.207,0.04,15.6,4.07,Transit,2014,Kepler
Kepler-278 c,Kepler-278,0.294,0.51,12.6,3.59,Transit,2014,Kepler
Kepler-279 b,Kepler-279,0.112,0.0,12.8,3.62,Transit,2014,Kepler
Kepler-279 c,Kepler-279,0.2236,0.0,49.4,4.3,Transit,2013,Kepler
Kepler-279 d,Kepler-279,0.2901,0.0,37.5,3.1,Transit,2013,Kepler
Kepler-28 b,Kepler-28,0.062,0.0,479.9,3.6,Transit,2011,Kepler
Kepler-28 c,Kepler-28,0.081,0.0,432.23,3.4,Transit,2011,Kepler
Kepler-280 b,Kepler-280,0.032,0.0,2.7,1.45,Transit,2014,Kepler
Kepler-280 c,Kepler-280,0.056,0.0,4.7,2.01,Transit,2014,Kepler
Kepler-281 b,Kepler-281,0.117,0.0,8.35,2.82,Transit,2014,Kepler
Kepler-281 c,Kepler-281,0.215,0.0,24.4,5.31,Transit,2014,Kepler
Kepler-281 d,Kepler-281,0.5456,0.0,29.5,5.937,Transit,2021,Kepler
Kepler-282 b,Kepler-282,0.082,0.0,1.01,1.01,Transit,2014,Kepler
Kepler-282 c,Kepler-282,0.106,0.0,1.87,1.2,Transit,2014,Kepler
Kepler-282 d,Kepler-282,0.154,0.0,61.0,2.46,Transit,2013,Kepler
Kepler-282 e,Kepler-282,0.2269,0.0,56.2,3.1,Transit,2013,Kepler
Kepler-283 b,Kepler-283,0.082,0.0,5.18,2.13,Transit,2014,Kepler
Kepler-283 c,Kepler-283,0.341,0.0,3.97,1.82,Transit,2014,Kepler
Kepler-284 b,Kepler-284,0.104,0.0,5.65,2.24,Transit,2014,Kepler
Kepler-284 c,Kepler-284,0.213,0.0,7.32,2.61,Transit,2014,Kepler
Kepler-285 b,Kepler-285,0.036,0.0,2.36,1.34,Transit,2014,Kepler
Kepler-285 c,Kepler-285,0.064,0.0,1.46,1.12,Transit,2014,Kepler
Kepler-286 b,Kepler-286,0.027,0.0,2.07,1.24,Transit,2014,Kepler
Kepler-286 c,Kepler-286,0.042,0.0,2.45,1.37,Transit,2014,Kepler
Kepler-286 d,Kepler-286,0.061,0.0,2.33,1.33,Transit,2014,Kepler
Kepler-286 e,Kepler-286,0.176,0.0,3.78,1.77,Transit,2014,Kepler
Kepler-287 b,Kepler-287,0.145,0.0,6.04,2.33,Transit,2014,Kepler
Kepler-287 c,Kepler-287,0.246,0.0,10.7,3.26,Transit,2014,Kepler
Kepler-288 b,Kepler-288,0.065,0.0,3.43,1.67,Transit,2014,Kepler
Kepler-288 c,Kepler-288,0.14,0.0,8.5,2.85,Transit,2014,Kepler
Kepler-288 d,Kepler-288,0.287,0.0,7.61,2.67,Transit,2014,Kepler
Kepler-289 b,Kepler-289,0.21,0.0,7.3,2.15,Transit,2014,Kepler
Kepler-289 c,Kepler-289,0.51,0.0,132.0,11.59,Transit,2014,Kepler
Kepler-29 b,Kepler-29,0.0919,0.0,5.0,2.55,Transit,2011,Kepler
Kepler-29 c,Kepler-29,0.1087,0.0,4.5,2.34,Transit,2011,Kepler
Kepler-290 b,Kepler-290,0.11,0.0,5.69,2.25,Transit,2014,Kepler
Kepler-290 c,Kepler-290,0.205,0.0,7.75,2.7,Transit,2014,Kepler
Kepler-290 d,Kepler-290,0.0154,0.0,0.566,0.86,Transit,2023,Kepler
Kepler-291 b,Kepler-291,0.047,0.0,5.31,2.16,Transit,2014,Kepler
Kepler-291 c,Kepler-291,0.065,0.0,4.19,1.88,Transit,2014,Kepler
Kepler-292 b,Kepler-292,0.035,0.0,2.3,1.32,Transit,2014,Kepler
Kepler-292 c,Kepler-292,0.045,0.0,2.76,1.47,Transit,2014,Kepler
Kepler-292 d,Kepler-292,0.068,0.0,5.6,2.23,Transit,2014,Kepler
Kepler-292 e,Kepler-292,0.097,0.0,7.61,2.67,Transit,2014,Kepler
Kepler-292 f,Kepler-292,0.141,0.0,6.12,2.35,Transit,2014,Kepler
Kepler-293 b,Kepler-293,0.144,0.0,9.64,3.07,Transit,2014,Kepler
Kepler-293 c,Kepler-293,0.286,0.0,14.0,3.83,Transit,2014,Kepler
Kepler-294 b,Kepler-294,0.048,0.0,3.78,1.77,Transit,2014,Kepler
Kepler-294 c,Kepler-294,0.071,0.0,7.8,2.71,Transit,2014,Kepler
Kepler-295 b,Kepler-295,0.099,0.0,1.98,1.22,Transit,2014,Kepler
Kepler-295 c,Kepler-295,0.142,0.0,1.71,1.17,Transit,2014,Kepler
Kepler-295 d,Kepler-295,0.192,0.0,2.42,1.36,Transit,2014,Kepler
Kepler-296 b,Kepler-296,0.079,0.33,3.22,1.61,Transit,2014,Kepler
Kepler-296 c,Kepler-296,0.0521,0.33,4.66,2.0,Transit,2014,Kepler
Kepler-296 d,Kepler-296,0.118,0.33,5.02,2.09,Transit,2014,Kepler
Kepler-296 e,Kepler-296,0.169,0.33,2.96,1.53,Transit,2014,Kepler
Kepler-296 f,Kepler-296,0.255,0.33,3.89,1.8,Transit,2014,Kepler
Kepler-297 b,Kepler-297,0.217,0.0,48.5,2.87,Transit,2014,Kepler
Kepler-297 c,Kepler-297,0.336,0.0,42.1,6.54,Transit,2014,Kepler
Kepler-297 d,Kepler-297,0.523,0.0,89700.0,32.6,Transit,2023,Kepler
Kepler-298 b,Kepler-298,0.08,0.0,4.5,1.96,Transit,2014,Kepler
Kepler-298 c,Kepler-298,0.136,0.0,4.38,1.93,Transit,2014,Kepler
Kepler-298 d,Kepler-298,0.305,0.0,6.8,2.5,Transit,2014,Kepler
Kepler-299 b,Kepler-299,0.04,0.0,2.3,1.32,Transit,2014,Kepler
Kepler-299 c,Kepler-299,0.07,0.0,7.51,2.65,Transit,2014,Kepler
Kepler-299 d,Kepler-299,0.118,0.0,4.12,1.86,Transit,2014,Kepler
Kepler-299 e,Kepler-299,0.22,0.0,4.16,1.87,Transit,2014,Kepler
Kepler-30 b,Kepler-30,0.18,0.042,11.3,3.9,Transit,2012,Kepler
Kepler-30 c,Kepler-30,0.3,0.0111,640.0,12.3,Transit,2012,Kepler
Kepler-30 d,Kepler-30,0.5,0.022,23.1,8.8,Transit,2012,Kepler
Kepler-300 b,Kepler-300,0.094,0.0,3.43,1.67,Transit,2014,Kepler
Kepler-300 c,Kepler-300,0.232,0.0,5.69,2.25,Transit,2014,Kepler
Kepler-301 b,Kepler-301,0.036,0.0,2.39,1.35,Transit,2014,Kepler
Kepler-301 c,Kepler-301,0.06,0.0,2.39,1.35,Transit,2014,Kepler
Kepler-301 d,Kepler-301,0.112,0.0,3.71,1.75,Transit,2014,Kepler
Kepler-302 b,Kepler-302,0.193,0.0,15.5,4.06,Transit,2014,Kepler
Kepler-302 c,Kepler-302,0.503,0.0,,12.45,Transit,2014,Kepler
Kepler-303 b,Kepler-303,0.024,0.0,0.64,0.89,Transit,2014,Kepler
Kepler-303 c,Kepler-303,0.057,0.0,1.55,1.14,Transit,2014,Kepler
Kepler-304 b,Kepler-304,0.039,0.0,8.55,2.86,Transit,2014,Kepler
Kepler-304 c,Kepler-304,0.054,0.0,5.35,2.17,Transit,2014,Kepler
Kepler-304 d,Kepler-304,0.08,0.0,8.0,2.75,Transit,2014,Kepler
Kepler-304 e,Kepler-304,0.0232,0.0,1.87,1.2,Transit,2016,Kepler
Kepler-305 b,Kepler-305,0.0571,0.0,10.5,3.6,Transit,2013,Kepler
Kepler-305 c,Kepler-305,0.0752,0.0,6.0,3.3,Transit,2013,Kepler
Kepler-305 d,Kepler-305,0.121,0.0,9.1,2.71,Transit,2014,Kepler
Kepler-305 e,Kepler-305,0.0399,0.0,3.87,1.794,Transit,2020,Kepler
Kepler-306 b,Kepler-306,0.05,0.0,2.92,1.52,Transit,2014,Kepler
Kepler-306 c,Kepler-306,0.067,0.0,6.12,2.35,Transit,2014,Kepler
Kepler-306 d,Kepler-306,0.12,0.0,6.66,2.47,Transit,2014,Kepler
Kepler-306 e,Kepler-306,0.227,0.0,5.77,2.27,Transit,2014,Kepler
Kepler-307 b,Kepler-307,0.0917,0.0,7.44,2.43,Transit,2013,Kepler
Kepler-307 c,Kepler-307,0.1068,0.0,3.64,2.2,Transit,2013,Kepler
Kepler-308 b,Kepler-308,0.09,0.0,5.14,2.12,Transit,2014,Kepler
Kepler-308 c,Kepler-308,0.123,0.0,5.31,2.16,Transit,2014,Kepler
Kepler-309 b,Kepler-309,0.059,0.0,3.05,1.56,Transit,2014,Kepler
Kepler-309 c,Kepler-309,0.401,0.0,6.85,2.51,Transit,2014,Kepler
Kepler-31 b,Kepler-31,0.16,0.0,25.9,5.5,Transit,2011,Kepler
Kepler-31 c,Kepler-31,0.26,0.0,1493.7,5.3,Transit,2011,Kepler
Kepler-31 d,Kepler-31,0.4,0.0,2161.244,3.9,Transit,2014,Kepler
Kepler-310 b,Kepler-310,0.111,0.0,1.81,1.19,Transit,2014,Kepler
Kepler-310 c,Kepler-310,0.281,0.0,11.4,3.38,Transit,2014,Kepler
Kepler-310 d,Kepler-310,0.392,0.0,7.0,2.47,Transit,2014,Kepler
Kepler-311 b,Kepler-311,0.087,0.0,3.53,1.7,Transit,2014,Kepler
Kepler-311 c,Kepler-311,0.145,0.0,2.63,1.43,Transit,2014,Kepler
Kepler-311 d,Kepler-311,0.7326,0.0,4.86,2.05,Transit,2023,Kepler
Kepler-312 b,Kepler-312,0.031,0.0,2.21,1.29,Transit,2014,Kepler
Kepler-312 c,Kepler-312,0.153,0.0,10.1,3.15,Transit,2014,Kepler
Kepler-313 b,Kepler-313,0.125,0.0,6.94,2.53,Transit,2014,Kepler
Kepler-313 c,Kepler-313,0.208,0.0,7.13,2.57,Transit,2014,Kepler
Kepler-314 b,Kepler-314,0.035,0.0,0.498,0.83,Transit,2014,Kepler
Kepler-314 c,Kepler-314,0.064,0.0,8.75,2.9,Transit,2014,Kepler
Kepler-315 b,Kepler-315,0.402,0.0,13.7,3.77,Transit,2014,Kepler
Kepler-315 c,Kepler-315,0.791,0.0,16.1,4.15,Transit,2014,Kepler
Kepler-316 b,Kepler-316,0.027,0.0,1.2,1.06,Transit,2014,Kepler
Kepler-316 c,Kepler-316,0.058,0.0,1.65,1.16,Transit,2014,Kepler
Kepler-317 b,Kepler-317,0.061,0.0,109.8,2.09,Transit,2014,Kepler
Kepler-317 c,Kepler-317,0.083,0.0,3.61,1.72,Transit,2014,Kepler
Kepler-318 b,Kepler-318,0.056,0.0,19.9,4.71,Transit,2014,Kepler
Kepler-318 c,Kepler-318,0.105,0.0,13.1,3.68,Transit,2014,Kepler
Kepler-319 b,Kepler-319,0.051,0.0,3.29,1.63,Transit,2014,Kepler
Kepler-319 c,Kepler-319,0.069,0.0,7.41,2.63,Transit,2014,Kepler
Kepler-319 d,Kepler-319,0.191,0.0,5.86,2.29,Transit,2014,Kepler
Kepler-32 b,Kepler-32,0.05,0.0,1303.0,2.2,Transit,2011,Kepler
Kepler-32 c,Kepler-32,0.09,0.0,158.9,2.0,Transit,2011,Kepler
Kepler-32 d,Kepler-32,0.13,0.0,7.75,2.7,Transit,2012,Kepler
Kepler-32 e,Kepler-32,0.033,0.0,2.86,1.5,Transit,2012,Kepler
Kepler-32 f,Kepler-32,0.013,0.0,0.477,0.82,Transit,2012,Kepler
Kepler-320 b,Kepler-320,0.085,0.0,1.55,1.14,Transit,2014,Kepler
Kepler-320 c,Kepler-320,0.142,0.0,2.45,1.37,Transit,2014,Kepler
Kepler-321 b,Kepler-321,0.057,0.0,3.78,1.77,Transit,2014,Kepler
Kepler-321 c,Kepler-321,0.11,0.0,5.99,2.32,Transit,2014,Kepler
Kepler-322 b,Kepler-322,0.027,0.0,1.01,1.01,Transit,2014,Kepler
Kepler-322 c,Kepler-322,0.051,0.0,3.43,1.67,Transit,2014,Kepler
Kepler-323 b,Kepler-323,0.02778,0.095,3.9,1.381,Transit,2014,Kepler
Kepler-323 c,Kepler-323,0.0458,0.095,6.8,1.57,Transit,2014,Kepler
Kepler-324 b,Kepler-324,0.05,0.0,1.55,1.14,Transit,2014,Kepler
Kepler-324 c,Kepler-324,0.26,0.0,10.1,3.15,Transit,2014,Kepler
Kepler-324 e,Kepler-324,0.1074,0.0,4.81,2.039,Transit,2021,Kepler
Kepler-325 b,Kepler-325,0.053,0.0,8.8,2.91,Transit,2014,Kepler
Kepler-325 c,Kepler-325,0.105,0.0,6.99,2.54,Transit,2014,Kepler
Kepler-325 d,Kepler-325,0.22,0.0,8.2,2.79,Transit,2014,Kepler
Kepler-326 b,Kepler-326,0.032,0.0,44.6,1.52,Transit,2014,Kepler
Kepler-326 c,Kepler-326,0.051,0.0,17.4,1.4,Transit,2014,Kepler
Kepler-326 d,Kepler-326,0.066,0.0,6.9,1.21,Transit,2014,Kepler
Kepler-327 b,Kepler-327,0.029,0.0,1.41,1.11,Transit,2014,Kepler
Kepler-327 c,Kepler-327,0.047,0.0,20.3,1.03,Transit,2014,Kepler
Kepler-327 d,Kepler-327,0.09,0.0,3.64,1.73,Transit,2014,Kepler
Kepler-328 b,Kepler-328,0.2199,0.0,28.5,2.3,Transit,2013,Kepler
Kepler-328 c,Kepler-328,0.354,0.0,39.4,5.4,Transit,2013,Kepler
Kepler-329 b,Kepler-329,0.061,0.0,2.54,1.4,Transit,2014,Kepler
Kepler-329 c,Kepler-329,0.113,0.0,4.38,1.93,Transit,2014,Kepler
Kepler-33 b,Kepler-33,0.0677,0.0,3.68,1.74,Transit,2011,Kepler
Kepler-33 c,Kepler-33,0.1189,0.0,0.39,3.2,Transit,2011,Kepler
Kepler-33 d,Kepler-33,0.1662,0.0,3.91,5.35,Transit,2011,Kepler
Kepler-33 e,Kepler-33,0.2138,0.0,5.57,4.02,Transit,2011,Kepler
Kepler-33 f,Kepler-33,0.2535,0.0,9.6,4.46,Transit,2011,Kepler
Kepler-330 b,Kepler-330,0.075,0.0,2.39,1.35,Transit,2014,Kepler
Kepler-330 c,Kepler-330,0.116,0.0,4.46,1.95,Transit,2014,Kepler
Kepler-331 b,Kepler-331,0.065,0.0,3.97,1.82,Transit,2014,Kepler
Kepler-331 c,Kepler-331,0.105,0.0,4.04,1.84,Transit,2014,Kepler
Kepler-331 d,Kepler-331,0.159,0.0,3.33,1.64,Transit,2014,Kepler
Kepler-332 b,Kepler-332,0.07,0.0,1.71,1.17,Transit,2014,Kepler
Kepler-332 c,Kepler-332,0.114,0.0,1.32,1.09,Transit,2014,Kepler
Kepler-332 d,Kepler-332,0.189,0.0,1.76,1.18,Transit,2014,Kepler
Kepler-333 b,Kepler-333,0.087,0.0,28.2,1.32,Transit,2014,Kepler
Kepler-333 c,Kepler-333,0.135,0.0,1.41,1.11,Transit,2014,Kepler
Kepler-334 b,Kepler-334,0.061,0.0,1.46,1.12,Transit,2014,Kepler
Kepler-334 c,Kepler-334,0.107,0.0,2.63,1.43,Transit,2014,Kepler
Kepler-334 d,Kepler-334,0.168,0.0,2.57,1.41,Transit,2014,Kepler
Kepler-335 b,Kepler-335,0.075,0.0,11.4,3.39,Transit,2014,Kepler
Kepler-335 c,Kepler-335,0.356,0.0,9.64,3.07,Transit,2014,Kepler
Kepler-336 b,Kepler-336,0.033,0.0,1.04,1.02,Transit,2014,Kepler
Kepler-336 c,Kepler-336,0.092,0.0,5.06,2.1,Transit,2014,Kepler
Kepler-336 d,Kepler-336,0.154,0.0,6.21,2.37,Transit,2014,Kepler
Kepler-337 b,Kepler-337,0.045,0.0,2.99,1.54,Transit,2014,Kepler
Kepler-337 c,Kepler-337,0.093,0.0,4.86,2.05,Transit,2014,Kepler
Kepler-338 b,Kepler-338,0.117,0.04,30.6,2.44,Transit,2014,Kepler
Kepler-338 c,Kepler-338,0.172,0.03,6.08,2.34,Transit,2014,Kepler
Kepler-338 d,Kepler-338,0.257,0.03,9.27,3.0,Transit,2014,Kepler
Kepler-338 e,Kepler-338,0.0893,0.05,8.5,1.56,Transit Timing Variations,2014,Kepler
Kepler-339 b,Kepler-339,0.055,0.0,2.6,1.42,Transit,2014,Kepler
Kepler-339 c,Kepler-339,0.069,0.0,7.3,1.15,Transit,2014,Kepler
Kepler-339 d,Kepler-339,0.091,0.0,14.7,1.17,Transit,2014,Kepler
Kepler-34 b,Kepler-34,1.0896,0.182,69.92,8.564,Transit,2011,Kepler
Kepler-340 b,Kepler-340,0.134,0.0,6.94,2.53,Transit,2014,Kepler
Kepler-340 c,Kepler-340,0.178,0.0,11.3,3.37,Transit,2014,Kepler
Kepler-341 b,Kepler-341,0.06,0.0,1.76,1.18,Transit,2014,Kepler
Kepler-341 c,Kepler-341,0.08,0.0,3.53,1.7,Transit,2014,Kepler
Kepler-341 d,Kepler-341,0.182,0.0,4.08,1.85,Transit,2014,Kepler
Kepler-341 e,Kepler-341,0.242,0.0,4.62,1.99,Transit,2014,Kepler
Kepler-342 b,Kepler-342,0.128,0.0,5.69,2.25,Transit,2014,Kepler
Kepler-342 c,Kepler-342,0.185,0.0,4.5,1.96,Transit,2014,Kepler
Kepler-342 d,Kepler-342,0.242,0.0,6.76,2.49,Transit,2014,Kepler
Kepler-342 e,Kepler-342,0.0293,0.0,0.615,0.88,Transit,2016,Kepler
Kepler-343 b,Kepler-343,0.088,0.0,6.39,2.41,Transit,2014,Kepler
Kepler-343 c,Kepler-343,0.167,0.0,4.74,2.02,Transit,2014,Kepler
Kepler-344 b,Kepler-344,0.153,0.0,7.32,2.61,Transit,2014,Kepler
Kepler-344 c,Kepler-344,0.488,0.0,9.01,2.95,Transit,2014,Kepler
Kepler-345 b,Kepler-345,0.066,0.0,0.5,0.74,Transit,2014,Kepler
Kepler-345 c,Kepler-345,0.077,0.0,2.2,1.2,Transit,2014,Kepler
Kepler-346 b,Kepler-346,0.071,0.0,7.56,2.66,Transit,2014,Kepler
Kepler-346 c,Kepler-346,0.168,0.0,9.64,3.07,Transit,2014,Kepler
Kepler-347 b,Kepler-347,0.11,0.0,4.54,1.97,Transit,2014,Kepler
Kepler-347 c,Kepler-347,0.183,0.0,3.71,1.75,Transit,2014,Kepler
Kepler-347 d,Kepler-347,0.3802,0.0,9.48,3.04,Transit,2023,Kepler
Kepler-348 b,Kepler-348,0.076,0.0,2.92,1.52,Transit,2014,Kepler
Kepler-348 c,Kepler-348,0.138,0.0,2.33,1.33,Transit,2014,Kepler
Kepler-349 b,Kepler-349,0.065,0.0,94.5,1.9,Transit,2014,Kepler
Kepler-349 c,Kepler-349,0.105,0.0,4.5,1.96,Transit,2014,Kepler
Kepler-35 b,Kepler-35,0.60347,0.042,40.363,8.16,Transit,2011,Kepler
Kepler-350 b,Kepler-350,0.104,0.0,4.08,1.85,Transit,2014,Kepler
Kepler-350 c,Kepler-350,0.1385,0.0,6.1,3.1,Transit,2013,Kepler
Kepler-350 d,Kepler-350,0.1786,0.0,14.9,2.8,Transit,2013,Kepler
Kepler-351 b,Kepler-351,0.214,0.0,4.8,3.06,Transit,2014,Kepler
Kepler-351 c,Kepler-351,0.287,0.0,11.1,3.19,Transit,2014,Kepler
Kepler-351 d,Kepler-351,0.5177,0.0,7.85,2.72,Transit,2016,Kepler
Kepler-352 b,Kepler-352,0.085,0.0,0.566,0.86,Transit,2014,Kepler
Kepler-352 c,Kepler-352,0.118,0.0,2.07,1.24,Transit,2014,Kepler
Kepler-352 d,Kepler-352,0.0657,0.0,0.449,0.806,Transit,2021,Kepler
Kepler-353 b,Kepler-353,0.051,0.0,0.64,0.89,Transit,2014,Kepler
Kepler-353 c,Kepler-353,0.065,0.0,2.48,1.38,Transit,2014,Kepler
Kepler-354 b,Kepler-354,0.054,0.0,4.04,1.84,Transit,2014,Kepler
Kepler-354 c,Kepler-354,0.115,0.0,2.27,1.31,Transit,2014,Kepler
Kepler-354 d,Kepler-354,0.146,0.0,2.07,1.24,Transit,2014,Kepler
Kepler-355 b,Kepler-355,0.102,0.0,2.73,1.46,Transit,2014,Kepler
Kepler-355 c,Kepler-355,0.179,0.0,7.8,2.71,Transit,2014,Kepler
Kepler-356 b,Kepler-356,0.057,0.0,3.09,1.57,Transit,2014,Kepler
Kepler-356 c,Kepler-356,0.115,0.0,3.93,1.81,Transit,2014,Kepler
Kepler-357 b,Kepler-357,0.063,0.0,4.04,1.84,Transit,2014,Kepler
Kepler-357 c,Kepler-357,0.12,0.0,7.61,2.67,Transit,2014,Kepler
Kepler-357 d,Kepler-357,0.246,0.0,11.6,3.43,Transit,2014,Kepler
Kepler-358 b,Kepler-358,0.21,0.0,7.85,2.72,Transit,2014,Kepler
Kepler-358 c,Kepler-358,0.381,0.0,8.5,2.85,Transit,2014,Kepler
Kepler-359 b,Kepler-359,0.178,0.0,12.2,3.53,Transit,2014,Kepler
Kepler-359 c,Kepler-359,0.307,0.0,2.9,4.3,Transit,2014,Kepler
Kepler-359 d,Kepler-359,0.372,0.0,2.7,4.01,Transit,2014,Kepler
Kepler-36 b,Kepler-36,0.1153,0.0,3.83,1.498,Transit,2012,Kepler
Kepler-36 c,Kepler-36,0.1283,0.0,7.13,3.679,Transit,2012,Kepler
Kepler-360 b,Kepler-360,0.044,0.0,3.36,1.65,Transit,2014,Kepler
Kepler-360 c,Kepler-360,0.075,0.0,5.06,2.1,Transit,2014,Kepler
Kepler-361 b,Kepler-361,0.086,0.0,2.7,1.45,Transit,2014,Kepler
Kepler-361 c,Kepler-361,0.3,0.0,6.9,2.52,Transit,2014,Kepler
Kepler-362 b,Kepler-362,0.087,0.0,0.615,0.88,Transit,2014,Kepler
Kepler-362 c,Kepler-362,0.207,0.0,2.7,1.45,Transit,2014,Kepler
Kepler-363 b,Kepler-363,0.048,0.0,1.65,1.16,Transit,2014,Kepler
Kepler-363 c,Kepler-363,0.079,0.0,66.4,1.69,Transit,2014,Kepler
Kepler-363 d,Kepler-363,0.107,0.0,4.86,2.05,Transit,2014,Kepler
Kepler-364 b,Kepler-364,0.178,0.0,3.02,1.55,Transit,2014,Kepler
