pl_name,hostname,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_rade,discoverymethod,disc_year,disc_facility
Kepler-1890 b,Kepler-1890,0.0563,0.0,0.587,0.869,Transit,2021,Kepler
Kepler-1891 b,Kepler-1891,0.0473,0.0,2.93,1.521,Transit,2021,Kepler
Kepler-1892 b,Kepler-1892,0.0633,0.0,4.03,1.837,Transit,2021,Kepler
Kepler-1893 b,Kepler-1893,0.0504,0.0,3.55,1.706,Transit,2021,Kepler
Kepler-1894 b,Kepler-1894,0.0385,0.0,1.87,1.201,Transit,2021,Kepler
Kepler-1894 c,Kepler-1894,0.0576,0.0,1.92,1.21,Transit,2023,Kepler
Kepler-1895 b,Kepler-1895,0.0615,0.0,5.14,2.119,Transit,2021,Kepler
Kepler-1896 b,Kepler-1896,0.2529,0.0,9.8,3.099,Transit,2021,Kepler
Kepler-1897 b,Kepler-1897,0.1546,0.0,8.32,2.814,Transit,2021,Kepler
Kepler-1898 b,Kepler-1898,0.0522,0.0,0.76,0.934,Transit,2021,Kepler
Kepler-1899 b,Kepler-1899,0.0457,0.0,3.02,1.551,Transit,2021,Kepler
Kepler-19 b,Kepler-19,0.0846,0.41,6.1,2.209,Transit,2011,Kepler
Kepler-190 b,Kepler-190,0.03,0.0,3.05,1.56,Transit,2014,Kepler
Kepler-190 c,Kepler-190,0.045,0.0,2.73,1.46,Transit,2014,Kepler
Kepler-1900 b,Kepler-1900,0.042,0.0,3.27,1.623,Transit,2021,Kepler
Kepler-1901 b,Kepler-1901,0.0453,0.0,2.77,1.474,Transit,2021,Kepler
Kepler-1902 b,Kepler-1902,0.0385,0.0,1.74,1.176,Transit,2021,Kepler
Kepler-1903 b,Kepler-1903,0.1321,0.0,5.85,2.286,Transit,2021,Kepler
Kepler-1904 b,Kepler-1904,0.0436,0.0,2.51,1.39,Transit,2021,Kepler
Kepler-1905 b,Kepler-1905,0.0451,0.0,2.69,1.446,Transit,2021,Kepler
Kepler-1906 b,Kepler-1906,0.0738,0.0,8.13,2.776,Transit,2021,Kepler
Kepler-1907 b,Kepler-1907,0.0565,0.0,0.589,0.87,Transit,2021,Kepler
Kepler-1907 c,Kepler-1907,0.1076,0.0,1.63,1.155,Transit,2021,Kepler
Kepler-1909 b,Kepler-1909,0.0306,0.0,1.33,1.092,Transit,2021,Kepler
Kepler-191 b,Kepler-191,0.087,0.0,2.36,1.34,Transit,2014,Kepler
Kepler-191 c,Kepler-191,0.128,0.0,4.12,1.86,Transit,2014,Kepler
Kepler-191 d,Kepler-191,0.0599,0.0,5.82,2.28,Transit,2016,Kepler
Kepler-1910 b,Kepler-1910,0.0536,0.0,1.78,1.184,Transit,2021,Kepler
Kepler-1911 b,Kepler-1911,0.0636,0.0,1.01,1.011,Transit,2021,Kepler
Kepler-1912 b,Kepler-1912,0.0646,0.0,2.41,1.357,Transit,2021,Kepler
Kepler-1913 b,Kepler-1913,0.1209,0.0,2.92,1.519,Transit,2021,Kepler
Kepler-1914 b,Kepler-1914,0.1954,0.0,8.97,2.943,Transit,2021,Kepler
Kepler-1915 b,Kepler-1915,0.114,0.0,10.4,3.218,Transit,2021,Kepler
Kepler-1916 b,Kepler-1916,0.2053,0.0,7.35,2.618,Transit,2021,Kepler
Kepler-1917 b,Kepler-1917,0.103,0.0,4.23,1.89,Transit,2021,Kepler
Kepler-1918 b,Kepler-1918,0.2524,0.0,5.89,2.298,Transit,2021,Kepler
Kepler-1919 b,Kepler-1919,0.2107,0.0,7.38,2.624,Transit,2021,Kepler
Kepler-192 b,Kepler-192,0.09,0.0,7.95,2.74,Transit,2014,Kepler
Kepler-192 c,Kepler-192,0.15,0.0,8.2,2.79,Transit,2014,Kepler
Kepler-192 d,Kepler-192,0.0668,0.0,1.04,1.02,Transit,2016,Kepler
Kepler-1920 b,Kepler-1920,0.2043,0.0,9.03,2.954,Transit,2021,Kepler
Kepler-1921 b,Kepler-1921,0.1557,0.0,8.72,2.895,Transit,2021,Kepler
Kepler-1921 c,Kepler-1921,0.0454,0.0,2.57,1.41,Transit,2023,Kepler
Kepler-1922 b,Kepler-1922,0.1077,0.0,5.86,2.291,Transit,2021,Kepler
Kepler-1923 b,Kepler-1923,0.2846,0.0,4.5,1.96,Transit,2021,Kepler
Kepler-1924 b,Kepler-1924,0.1216,0.0,7.53,2.654,Transit,2021,Kepler
Kepler-1925 b,Kepler-1925,0.2588,0.0,9.28,3.002,Transit,2021,Kepler
Kepler-1926 b,Kepler-1926,0.2197,0.0,5.97,2.315,Transit,2021,Kepler
Kepler-1927 b,Kepler-1927,0.3859,0.0,11.5,3.406,Transit,2021,Kepler
Kepler-1928 b,Kepler-1928,0.194,0.43,4.63,1.992,Transit,2021,Kepler
Kepler-1929 b,Kepler-1929,0.2987,0.0,9.65,3.073,Transit,2021,Kepler
Kepler-193 b,Kepler-193,0.106,0.0,6.3,2.39,Transit,2014,Kepler
Kepler-193 c,Kepler-193,0.286,0.0,8.0,2.75,Transit,2014,Kepler
Kepler-1930 b,Kepler-1930,0.1025,0.0,2.95,1.53,Transit,2021,Kepler
Kepler-1931 b,Kepler-1931,0.2356,0.0,7.53,2.653,Transit,2021,Kepler
Kepler-1932 b,Kepler-1932,0.0123,0.0,2.91,1.515,Transit,2021,Kepler
Kepler-1933 b,Kepler-1933,0.0561,0.0,1.76,1.18,Transit,2021,Kepler
Kepler-1934 b,Kepler-1934,0.0245,0.0,0.702,0.913,Transit,2021,Kepler
Kepler-1935 b,Kepler-1935,0.0463,0.0,6.82,2.503,Transit,2021,Kepler
Kepler-1936 b,Kepler-1936,0.5548,0.0,10.2,3.166,Transit,2021,Kepler
Kepler-1937 b,Kepler-1937,0.0943,0.0,9.39,3.023,Transit,2021,Kepler
Kepler-1938 b,Kepler-1938,0.0938,0.0,4.0,1.828,Transit,2021,Kepler
Kepler-1939 b,Kepler-1939,0.0334,0.0,1.68,1.165,Transit,2021,Kepler
Kepler-194 b,Kepler-194,0.032,0.0,2.89,1.51,Transit,2014,Kepler
Kepler-194 c,Kepler-194,0.131,0.0,7.22,2.59,Transit,2014,Kepler
Kepler-194 d,Kepler-194,0.275,0.0,6.35,2.4,Transit,2014,Kepler
Kepler-1940 b,Kepler-1940,0.0525,0.0,3.01,1.547,Transit,2021,Kepler
Kepler-1941 b,Kepler-1941,0.2054,0.0,7.51,2.65,Transit,2021,Kepler
Kepler-1942 b,Kepler-1942,0.0516,0.0,5.13,2.117,Transit,2021,Kepler
Kepler-1943 b,Kepler-1943,0.0571,0.0,3.02,1.549,Transit,2021,Kepler
Kepler-1944 b,Kepler-1944,0.0918,0.0,8.05,2.76,Transit,2021,Kepler
Kepler-1945 b,Kepler-1945,0.0597,0.0,2.21,1.289,Transit,2021,Kepler
Kepler-1946 b,Kepler-1946,0.0394,0.0,6.75,2.488,Transit,2021,Kepler
Kepler-1947 b,Kepler-1947,0.0711,0.0,1.01,1.01,Transit,2021,Kepler
Kepler-1948 b,Kepler-1948,0.1022,0.0,1.09,1.033,Transit,2021,Kepler
Kepler-1949 b,Kepler-1949,0.0352,0.0,5.56,2.22,Transit,2021,Kepler
Kepler-195 b,Kepler-195,0.077,0.0,4.78,2.03,Transit,2014,Kepler
Kepler-195 c,Kepler-195,0.197,0.0,3.02,1.55,Transit,2014,Kepler
Kepler-1950 b,Kepler-1950,0.0871,0.0,2.95,1.527,Transit,2021,Kepler
Kepler-1951 b,Kepler-1951,0.1435,0.0,6.0,2.321,Transit,2021,Kepler
Kepler-1952 b,Kepler-1952,0.1724,0.0,2.07,1.239,Transit,2021,Kepler
Kepler-1953 b,Kepler-1953,0.0607,0.0,2.2,1.286,Transit,2021,Kepler
Kepler-1954 b,Kepler-1954,0.0625,0.0,3.9,1.802,Transit,2021,Kepler
Kepler-1955 b,Kepler-1955,0.117,0.0,1.69,1.167,Transit,2021,Kepler
Kepler-1956 b,Kepler-1956,0.0563,0.0,1.32,1.089,Transit,2021,Kepler
Kepler-1957 b,Kepler-1957,0.0299,0.0,0.79,0.944,Transit,2021,Kepler
Kepler-1958 b,Kepler-1958,0.0856,0.0,4.86,2.051,Transit,2021,Kepler
Kepler-1959 b,Kepler-1959,0.0617,0.0,1.57,1.143,Transit,2021,Kepler
Kepler-196 b,Kepler-196,0.138,0.0,4.27,1.9,Transit,2014,Kepler
Kepler-196 c,Kepler-196,0.24,0.0,5.65,2.24,Transit,2014,Kepler
Kepler-196 d,Kepler-196,0.4484,0.0,7.56,2.661,Transit,2021,Kepler
Kepler-1960 b,Kepler-1960,0.0354,0.0,2.26,1.307,Transit,2021,Kepler
Kepler-1961 b,Kepler-1961,0.0588,0.0,3.25,1.619,Transit,2021,Kepler
Kepler-1962 b,Kepler-1962,0.0783,0.0,1.95,1.215,Transit,2021,Kepler
Kepler-1963 b,Kepler-1963,0.0298,0.0,0.337,0.744,Transit,2021,Kepler
Kepler-1964 b,Kepler-1964,0.0322,0.0,3.83,1.781,Transit,2021,Kepler
Kepler-1965 b,Kepler-1965,0.2301,0.0,2.4,1.354,Transit,2021,Kepler
Kepler-1966 b,Kepler-1966,0.0763,0.0,1.39,1.105,Transit,2021,Kepler
Kepler-1967 b,Kepler-1967,0.0735,0.0,0.315,0.73,Transit,2021,Kepler
Kepler-1968 b,Kepler-1968,0.0696,0.0,2.86,1.5,Transit,2021,Kepler
Kepler-1969 b,Kepler-1969,0.0717,0.0,3.47,1.682,Transit,2021,Kepler
Kepler-197 b,Kepler-197,0.06,0.02,1.04,1.02,Transit,2014,Kepler
Kepler-197 c,Kepler-197,0.09,0.08,5.3,1.23,Transit,2014,Kepler
Kepler-197 d,Kepler-197,0.119,0.03,1.98,1.22,Transit,2014,Kepler
Kepler-197 e,Kepler-197,0.164,0.38,0.693,0.91,Transit,2014,Kepler
Kepler-1972 b,Kepler-1972,0.0763,0.067,2.02,0.802,Transit,2014,Kepler
Kepler-1972 c,Kepler-1972,0.1041,0.043,2.11,0.868,Transit,2014,Kepler
Kepler-1976 b,Kepler-1976,0.0565,0.0,,12.21,Transit Timing Variations,2023,Kepler
Kepler-1977 b,Kepler-1977,0.0486,0.0,3.39,1.66,Transit,2023,Kepler
Kepler-1978 b,Kepler-1978,0.0914,0.0,7.61,2.67,Transit,2023,Kepler
Kepler-1979 b,Kepler-1979,0.1383,0.0,79500.0,29.33,Transit,2023,Kepler
Kepler-198 b,Kepler-198,0.131,0.0,8.35,2.82,Transit,2014,Kepler
Kepler-198 c,Kepler-198,0.259,0.0,6.66,2.47,Transit,2014,Kepler
Kepler-198 d,Kepler-198,0.0229,0.0,2.96,1.53,Transit,2016,Kepler
Kepler-1980 b,Kepler-1980,0.2049,0.0,5.52,2.21,Transit,2023,Kepler
Kepler-1981 b,Kepler-1981,1.3292,0.0,62.5,9.23,Transit,2023,Kepler
Kepler-1982 b,Kepler-1982,0.0511,0.0,0.381,0.77,Transit,2023,Kepler
Kepler-1983 b,Kepler-1983,0.0689,0.0,6.04,2.33,Transit,2023,Kepler
Kepler-1984 b,Kepler-1984,0.0238,0.0,37.3,6.81,Transit,2023,Kepler
Kepler-1985 b,Kepler-1985,0.0426,0.0,5.77,2.27,Transit,2023,Kepler
Kepler-1986 b,Kepler-1986,0.1307,0.0,4.23,1.89,Transit,2023,Kepler
Kepler-1987 b,Kepler-1987,0.0318,0.0,2.04,1.23,Transit,2023,Kepler
Kepler-1987 c,Kepler-1987,0.0427,0.0,2.33,1.33,Transit,2023,Kepler
Kepler-1987 d,Kepler-1987,0.0571,0.0,7.56,2.66,Transit,2023,Kepler
Kepler-1987 e,Kepler-1987,0.0765,0.0,4.35,1.92,Transit,2023,Kepler
Kepler-1988 b,Kepler-1988,0.1038,0.0,2.96,1.53,Transit,2023,Kepler
Kepler-1989 b,Kepler-1989,0.0918,0.0,19.3,4.62,Transit,2023,Kepler
Kepler-199 b,Kepler-199,0.158,0.0,9.85,3.11,Transit,2014,Kepler
Kepler-199 c,Kepler-199,0.316,0.0,10.6,3.25,Transit,2014,Kepler
Kepler-1990 b,Kepler-1990,0.0286,0.0,10.7,3.27,Transit,2023,Kepler
Kepler-1990 c,Kepler-1990,0.0504,0.0,0.904,0.98,Transit,2023,Kepler
Kepler-1991 b,Kepler-1991,0.1065,0.0,2.76,1.47,Transit,2023,Kepler
Kepler-1991 c,Kepler-1991,0.1528,0.0,7.13,2.57,Transit,2023,Kepler
Kepler-1992 b,Kepler-1992,0.1169,0.0,0.693,0.91,Transit,2023,Kepler
Kepler-1993 b,Kepler-1993,0.1943,0.0,16.1,4.15,Transit,2023,Kepler
Kepler-1994 b,Kepler-1994,0.053,0.0,0.087,0.51,Transit,2023,Kepler
Kepler-1995 b,Kepler-1995,0.3259,0.0,16.9,4.28,Transit,2023,Kepler
Kepler-1996 b,Kepler-1996,0.1789,0.0,5.73,2.26,Transit,2023,Kepler
Kepler-1996 c,Kepler-1996,0.3608,0.0,8.3,2.81,Transit,2023,Kepler
Kepler-1997 b,Kepler-1997,0.1815,0.0,5.82,2.28,Transit,2023,Kepler
Kepler-1998 b,Kepler-1998,0.0405,0.0,0.156,0.6,Transit,2023,Kepler
Kepler-1999 b,Kepler-1999,0.0713,0.0,10.8,3.29,Transit,2023,Kepler
Kepler-20 b,Kepler-20,0.04565,0.083,9.7,1.773,Transit,2011,Kepler
Kepler-20 c,Kepler-20,0.0936,0.076,11.1,2.894,Transit,2011,Kepler
Kepler-20 d,Kepler-20,0.3474,0.082,13.4,2.606,Transit,2011,Kepler
Kepler-20 e,Kepler-20,0.0637,0.092,0.76,0.821,Transit,2011,Kepler
Kepler-20 f,Kepler-20,0.1387,0.094,1.4,0.952,Transit,2011,Kepler
Kepler-20 g,Kepler-20,0.2055,0.15,19.96,4.71,Radial Velocity,2016,Multiple Observatories
Kepler-200 b,Kepler-200,0.08,0.0,5.18,2.13,Transit,2014,Kepler
Kepler-200 c,Kepler-200,0.09,0.0,3.15,1.59,Transit,2014,Kepler
Kepler-2000 b,Kepler-2000,0.0562,0.0,7.9,2.73,Transit,2023,Kepler
Kepler-2000 c,Kepler-2000,0.1228,0.0,3.09,1.57,Transit,2023,Kepler
Kepler-2001 b,Kepler-2001,0.0197,0.0,1.12,1.04,Transit,2023,Kepler
Kepler-2001 c,Kepler-2001,0.1084,0.0,3.97,1.82,Transit,2023,Kepler
Kepler-201 b,Kepler-201,0.175,0.0,6.62,2.46,Transit,2014,Kepler
Kepler-201 c,Kepler-201,0.573,0.0,8.5,2.85,Transit,2014,Kepler
Kepler-202 b,Kepler-202,0.045,0.0,3.29,1.63,Transit,2014,Kepler
Kepler-202 c,Kepler-202,0.113,0.0,4.08,1.85,Transit,2014,Kepler
Kepler-203 b,Kepler-203,0.043,0.0,7.13,2.57,Transit,2014,Kepler
Kepler-203 c,Kepler-203,0.061,0.0,749.9,2.47,Transit,2014,Kepler
Kepler-203 d,Kepler-203,0.1,0.0,33.9,1.44,Transit,2014,Kepler
Kepler-204 b,Kepler-204,0.117,0.0,6.94,2.53,Transit,2014,Kepler
Kepler-204 c,Kepler-204,0.173,0.0,3.86,1.79,Transit,2014,Kepler
Kepler-205 b,Kepler-205,0.032,0.0,2.89,1.51,Transit,2014,Kepler
Kepler-205 c,Kepler-205,0.122,0.0,3.33,1.64,Transit,2014,Kepler
Kepler-206 b,Kepler-206,0.078,0.0,1.87,1.2,Transit,2014,Kepler
Kepler-206 c,Kepler-206,0.111,0.0,3.78,1.77,Transit,2014,Kepler
Kepler-206 d,Kepler-206,0.163,0.0,1.81,1.19,Transit,2014,Kepler
Kepler-207 b,Kepler-207,0.029,0.0,3.09,1.57,Transit,2014,Kepler
Kepler-207 c,Kepler-207,0.044,0.0,2.86,1.5,Transit,2014,Kepler
Kepler-207 d,Kepler-207,0.068,0.0,11.0,3.31,Transit,2014,Kepler
Kepler-208 b,Kepler-208,0.054,0.0,3.29,1.63,Transit,2014,Kepler
Kepler-208 c,Kepler-208,0.079,0.0,2.51,1.39,Transit,2014,Kepler
Kepler-208 d,Kepler-208,0.103,0.0,1.87,1.2,Transit,2014,Kepler
Kepler-208 e,Kepler-208,0.132,0.0,2.79,1.48,Transit,2014,Kepler
Kepler-209 b,Kepler-209,0.122,0.0,5.73,2.26,Transit,2014,Kepler
Kepler-209 c,Kepler-209,0.231,0.0,9.8,3.1,Transit,2014,Kepler
Kepler-21 b,Kepler-21,0.0434,0.0,7.5,1.639,Transit,2012,Kepler
Kepler-210 b,Kepler-210,0.032,0.0,8.96,2.94,Transit,2014,Kepler
Kepler-210 c,Kepler-210,0.07,0.0,12.8,3.62,Transit,2014,Kepler
Kepler-211 b,Kepler-211,0.048,0.0,2.13,1.26,Transit,2014,Kepler
Kepler-211 c,Kepler-211,0.062,0.0,18.3,1.29,Transit,2014,Kepler
Kepler-212 b,Kepler-212,0.133,0.0,1.32,1.09,Transit,2014,Kepler
Kepler-212 c,Kepler-212,0.207,0.0,7.95,2.74,Transit,2014,Kepler
Kepler-213 b,Kepler-213,0.036,0.0,3.26,1.62,Transit,2014,Kepler
Kepler-213 c,Kepler-213,0.057,0.0,6.08,2.34,Transit,2014,Kepler
Kepler-214 b,Kepler-214,0.13,0.0,7.32,2.61,Transit,2014,Kepler
Kepler-214 c,Kepler-214,0.194,0.0,5.18,2.13,Transit,2014,Kepler
Kepler-215 b,Kepler-215,0.084,0.0,3.26,1.62,Transit,2014,Kepler
Kepler-215 c,Kepler-215,0.113,0.0,3.78,1.77,Transit,2014,Kepler
Kepler-215 d,Kepler-215,0.185,0.0,23.6,2.39,Transit,2014,Kepler
Kepler-215 e,Kepler-215,0.314,0.0,3.71,1.75,Transit,2014,Kepler
Kepler-216 b,Kepler-216,0.079,0.0,6.12,2.35,Transit,2014,Kepler
Kepler-216 c,Kepler-216,0.136,0.0,9.48,3.04,Transit,2014,Kepler
Kepler-217 b,Kepler-217,0.065,0.0,5.6,2.23,Transit,2014,Kepler
Kepler-217 c,Kepler-217,0.089,0.0,4.08,1.85,Transit,2014,Kepler
Kepler-217 d,Kepler-217,0.0505,0.0,2.3,1.32,Transit,2016,Kepler
Kepler-218 b,Kepler-218,0.046,0.0,2.79,1.48,Transit,2014,Kepler
Kepler-218 c,Kepler-218,0.248,0.0,10.0,3.14,Transit,2014,Kepler
Kepler-218 d,Kepler-218,0.4865,0.0,7.56,2.66,Transit,2016,Kepler
Kepler-219 b,Kepler-219,0.057,0.0,9.01,2.95,Transit,2014,Kepler
Kepler-219 c,Kepler-219,0.165,0.0,12.5,3.58,Transit,2014,Kepler
Kepler-219 d,Kepler-219,0.272,0.0,19.1,2.81,Transit,2014,Kepler
Kepler-22 b,Kepler-22,0.812,0.72,9.1,2.1,Transit,2011,Kepler
Kepler-220 b,Kepler-220,0.046,0.0,0.457,0.81,Transit,2014,Kepler
Kepler-220 c,Kepler-220,0.076,0.0,3.09,1.57,Transit,2014,Kepler
Kepler-220 d,Kepler-220,0.163,0.0,0.904,0.98,Transit,2014,Kepler
Kepler-220 e,Kepler-220,0.226,0.0,2.33,1.33,Transit,2014,Kepler
Kepler-221 b,Kepler-221,0.037,0.0,3.57,1.71,Transit,2014,Kepler
Kepler-221 c,Kepler-221,0.059,0.0,15.1,2.93,Transit,2014,Kepler
Kepler-221 d,Kepler-221,0.087,0.0,7.9,2.73,Transit,2014,Kepler
Kepler-221 e,Kepler-221,0.13,0.0,7.41,2.63,Transit,2014,Kepler
Kepler-222 b,Kepler-222,0.048,0.0,10.1,3.16,Transit,2014,Kepler
Kepler-222 c,Kepler-222,0.091,0.0,19.4,4.64,Transit,2014,Kepler
Kepler-222 d,Kepler-222,0.18,0.0,13.2,3.69,Transit,2014,Kepler
Kepler-223 b,Kepler-223,0.0756,0.078,7.4,2.99,Transit,2014,Kepler
Kepler-223 c,Kepler-223,0.0916,0.15,5.1,3.44,Transit,2014,Kepler
Kepler-223 d,Kepler-223,0.1201,0.037,8.0,5.24,Transit,2014,Kepler
Kepler-223 e,Kepler-223,0.1455,0.051,4.8,4.6,Transit,2014,Kepler
Kepler-224 b,Kepler-224,0.038,0.0,2.51,1.39,Transit,2014,Kepler
Kepler-224 c,Kepler-224,0.058,0.0,9.91,3.12,Transit,2014,Kepler
Kepler-224 d,Kepler-224,0.089,0.0,5.9,2.3,Transit,2014,Kepler
Kepler-224 e,Kepler-224,0.124,0.0,4.54,1.97,Transit,2014,Kepler
Kepler-225 b,Kepler-225,0.056,0.0,1.87,1.2,Transit,2014,Kepler
Kepler-225 c,Kepler-225,0.111,0.0,4.04,1.84,Transit,2014,Kepler
Kepler-226 b,Kepler-226,0.047,0.0,24.0,1.55,Transit,2014,Kepler
Kepler-226 c,Kepler-226,0.058,0.0,45.2,2.27,Transit,2014,Kepler
Kepler-226 d,Kepler-226,0.076,0.0,1.98,1.22,Transit,2014,Kepler
Kepler-227 b,Kepler-227,0.09,0.0,9.85,3.11,Transit,2014,Kepler
Kepler-227 c,Kepler-227,0.29,0.0,9.48,3.04,Transit,2014,Kepler
Kepler-228 b,Kepler-228,0.038,0.0,2.96,1.53,Transit,2014,Kepler
Kepler-228 c,Kepler-228,0.052,0.0,7.75,2.7,Transit,2014,Kepler
Kepler-228 d,Kepler-228,0.101,0.0,15.4,4.04,Transit,2014,Kepler
Kepler-229 b,Kepler-229,0.062,0.0,5.48,2.2,Transit,2014,Kepler
Kepler-229 c,Kepler-229,0.117,0.0,21.5,4.92,Transit,2014,Kepler
Kepler-229 d,Kepler-229,0.22,0.0,14.2,3.85,Transit,2014,Kepler
Kepler-23 b,Kepler-23,0.075,0.06,254.3,1.9,Transit,2011,Kepler
Kepler-23 c,Kepler-23,0.099,0.02,858.1,3.2,Transit,2011,Kepler
Kepler-23 d,Kepler-23,0.124,0.08,17.6,2.2,Transit,2014,Kepler
Kepler-230 b,Kepler-230,0.191,0.0,16.8,4.26,Transit,2014,Kepler
Kepler-230 c,Kepler-230,0.38,0.0,4.82,2.04,Transit,2014,Kepler
Kepler-231 b,Kepler-231,0.074,0.0,35.4,1.73,Transit,2014,Kepler
Kepler-231 c,Kepler-231,0.114,0.0,24.1,1.93,Transit,2014,Kepler
Kepler-232 b,Kepler-232,0.054,0.0,9.69,3.08,Transit,2014,Kepler
Kepler-232 c,Kepler-232,0.101,0.0,14.0,3.83,Transit,2014,Kepler
Kepler-233 b,Kepler-233,0.077,0.0,6.48,2.43,Transit,2014,Kepler
Kepler-233 c,Kepler-233,0.287,0.0,7.8,2.71,Transit,2014,Kepler
Kepler-234 b,Kepler-234,0.04,0.0,13.2,3.7,Transit,2014,Kepler
Kepler-234 c,Kepler-234,0.077,0.0,12.1,3.51,Transit,2014,Kepler
Kepler-235 b,Kepler-235,0.037,0.0,5.6,2.23,Transit,2014,Kepler
Kepler-235 c,Kepler-235,0.065,0.0,2.18,1.28,Transit,2014,Kepler
Kepler-235 d,Kepler-235,0.122,0.0,4.86,2.05,Transit,2014,Kepler
Kepler-235 e,Kepler-235,0.213,0.0,5.56,2.22,Transit,2014,Kepler
Kepler-236 b,Kepler-236,0.065,0.0,3.09,1.57,Transit,2014,Kepler
Kepler-236 c,Kepler-236,0.132,0.0,4.66,2.0,Transit,2014,Kepler
Kepler-237 b,Kepler-237,0.05,0.0,2.57,1.41,Transit,2014,Kepler
Kepler-237 c,Kepler-237,0.071,0.0,4.98,2.08,Transit,2014,Kepler
Kepler-238 b,Kepler-238,0.034,0.0,3.64,1.73,Transit,2014,Kepler
Kepler-238 c,Kepler-238,0.069,0.0,6.3,2.39,Transit,2014,Kepler
Kepler-238 d,Kepler-238,0.115,0.0,9.64,3.07,Transit,2014,Kepler
Kepler-238 e,Kepler-238,0.1658,0.0,169.7,5.6,Transit,2013,Kepler
Kepler-238 f,Kepler-238,0.2747,0.0,13.5,2.0,Transit,2013,Kepler
Kepler-239 b,Kepler-239,0.095,0.0,6.04,2.33,Transit,2014,Kepler
Kepler-239 c,Kepler-239,0.268,0.0,6.85,2.51,Transit,2014,Kepler
Kepler-24 b,Kepler-24,0.08,0.0,508.5,2.4,Transit,2011,Kepler
Kepler-24 c,Kepler-24,0.106,0.0,508.5,2.8,Transit,2011,Kepler
Kepler-24 d,Kepler-24,0.051,0.0,3.43,1.67,Transit,2014,Kepler
Kepler-24 e,Kepler-24,0.138,0.0,8.15,2.78,Transit,2014,Kepler
Kepler-240 b,Kepler-240,0.048,0.0,2.45,1.37,Transit,2014,Kepler
Kepler-240 c,Kepler-240,0.074,0.0,102.3,2.2,Transit,2014,Kepler
Kepler-241 b,Kepler-241,0.094,0.0,6.04,2.33,Transit,2014,Kepler
Kepler-241 c,Kepler-241,0.189,0.0,7.13,2.57,Transit,2014,Kepler
Kepler-242 b,Kepler-242,0.075,0.0,7.32,2.61,Transit,2014,Kepler
Kepler-242 c,Kepler-242,0.109,0.0,4.66,2.0,Transit,2014,Kepler
Kepler-243 b,Kepler-243,0.062,0.0,6.57,2.45,Transit,2014,Kepler
Kepler-243 c,Kepler-243,0.142,0.0,4.62,1.99,Transit,2014,Kepler
Kepler-244 b,Kepler-244,0.05,0.0,8.05,2.76,Transit,2014,Kepler
Kepler-244 c,Kepler-244,0.087,0.0,4.86,2.05,Transit,2014,Kepler
Kepler-244 d,Kepler-244,0.14,0.0,15.2,2.31,Transit,2014,Kepler
Kepler-245 b,Kepler-245,0.071,0.0,7.13,2.57,Transit,2014,Kepler
Kepler-245 c,Kepler-245,0.124,0.0,225.6,2.18,Transit,2014,Kepler
Kepler-245 d,Kepler-245,0.202,0.0,21.6,3.03,Transit,2014,Kepler
Kepler-245 e,Kepler-245,0.04,0.0,3.71,1.75,Transit,2016,Kepler
Kepler-246 b,Kepler-246,0.052,0.0,6.08,2.34,Transit,2014,Kepler
Kepler-246 c,Kepler-246,0.095,0.0,2.86,1.5,Transit,2014,Kepler
Kepler-247 b,Kepler-247,0.042,0.0,3.33,1.64,Transit,2014,Kepler
Kepler-247 c,Kepler-247,0.084,0.0,15.7,4.09,Transit,2014,Kepler
Kepler-247 d,Kepler-247,0.14,0.0,14.7,3.94,Transit,2014,Kepler
Kepler-248 b,Kepler-248,0.066,0.0,9.38,3.02,Transit,2014,Kepler
Kepler-248 c,Kepler-248,0.123,0.0,15.6,4.07,Transit,2014,Kepler
Kepler-249 b,Kepler-249,0.035,0.0,1.32,1.09,Transit,2014,Kepler
Kepler-249 c,Kepler-249,0.058,0.0,2.89,1.51,Transit,2014,Kepler
Kepler-249 d,Kepler-249,0.097,0.0,3.09,1.57,Transit,2014,Kepler
Kepler-25 b,Kepler-25,0.0685,0.0029,8.7,2.748,Transit,2011,Kepler
Kepler-25 c,Kepler-25,0.1101,0.0061,15.2,5.217,Transit,2011,Kepler
Kepler-250 b,Kepler-250,0.048,0.0,1.51,1.13,Transit,2014,Kepler
Kepler-250 c,Kepler-250,0.069,0.0,5.82,2.28,Transit,2014,Kepler
Kepler-250 d,Kepler-250,0.127,0.0,5.39,2.18,Transit,2014,Kepler
Kepler-251 b,Kepler-251,0.053,0.0,2.33,1.33,Transit,2014,Kepler
Kepler-251 c,Kepler-251,0.122,0.0,8.1,2.77,Transit,2014,Kepler
Kepler-251 d,Kepler-251,0.182,0.0,8.1,2.77,Transit,2014,Kepler
Kepler-251 e,Kepler-251,0.404,0.0,8.1,2.77,Transit,2014,Kepler
Kepler-252 b,Kepler-252,0.058,0.0,2.04,1.23,Transit,2014,Kepler
Kepler-252 c,Kepler-252,0.08,0.0,5.27,2.15,Transit,2014,Kepler
Kepler-253 b,Kepler-253,0.046,0.0,3.29,1.63,Transit,2014,Kepler
Kepler-253 c,Kepler-253,0.089,0.0,7.51,2.65,Transit,2014,Kepler
Kepler-253 d,Kepler-253,0.13,0.0,10.2,3.17,Transit,2014,Kepler
Kepler-254 b,Kepler-254,0.064,0.0,14.3,3.87,Transit,2014,Kepler
